trait,gene,gene_name,zscore,effect_size,pvalue,FDR_all,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,filename,tissue,Phenotype Description
MCV,ENSG00000151414,NEK7,-1.6276591852267692,-0.25752088865142647,0.103597171967932,0.7152522746751944,4.4430781399964e-4,0.02070665947550941,0.00411210199115019,0.00837172510032213,2,5,5,Breast_Mammary_Tissue_MCV,Breast Mammary Tissue,Mean corpuscular volume
MPV,ENSG00000003400,CASP10,-1.62822498197423,-0.10065136120475518,0.10347718947188451,0.7152522746751944,0.00891468459073297,0.01705073274802548,0.00479815909204035,0.00806974070559222,3,3,3,Esophagus_Muscularis_MPV,Esophagus Muscularis,Mean platelet (thrombocyte) volume
NEUTRE,ENSG00000168404,MLKL,1.6276469924420502,0.05395217997395371,0.10359975877861106,0.7152522746751944,0.01467268534462835,0.05380243552725793,0.00201032050297189,0.00533924662312024,4,8,8,Brain_Cerebellar_Hemisphere_NEUTRE,Brain Cerebellar Hemisphere,Neutrophil count
WBCfixed,ENSG00000064012,CASP8,1.6272218235229303,0.06701732727463292,0.10368999436080267,0.7154782140004138,0.00810913098935524,0.08460950779664798,4.6664811332031e-4,0.00311827803437038,6,8,8,Vagina_WBC_fixed,Vagina,White blood cell (leukocyte) count
MONORE,ENSG00000120868,APAF1,-1.6260117831911,-0.10725689367512645,0.10394714874092524,0.716855031865771,0.0038069090708543,0.1459288932223717,2.2077664935934527e-21,1.2151819906490147e-20,10,15,15,Thyroid_MONORE,Thyroid,Monocyte count
BASORE,ENSG00000137275,RIPK1,1.622587427424418,0.17863526901405832,0.10467762992964674,0.7179792985131254,0.00152107667581875,0.20919188998268476,1.3094752013242788e-32,1.3651295285155895e-31,5,17,17,Skin_Sun_Exposed_Lower_leg_BASORE,Skin Sun Exposed Lower leg,Basophil percentage
BASORE,ENSG00000104518,GSDMD,1.6235786240645105,0.04560128658863,0.10446577062424232,0.7179792985131254,0.02376355980575045,0.29726818989984866,5.0671828094489663e-26,1.0485617283379092e-24,9,20,20,Colon_Sigmoid_BASORE,Colon Sigmoid,Basophil percentage
MCHC,ENSG00000104518,GSDMD,-1.624110922035276,-0.05601832864343072,0.10435213737264616,0.7179792985131254,0.01116770436066694,0.2416401942682679,4.925477081103814e-12,7.048364459543894e-11,4,10,10,Brain_Frontal_Cortex_BA9_MCHC,Brain Frontal Cortex BA9,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000104518,GSDMD,-1.624418143116329,-0.03513511416265118,0.1042865975039374,0.7179792985131254,0.02825249097835002,0.34288510779817644,5.434764235518203e-37,1.2612053690002671e-35,11,23,23,Artery_Aorta_MCHC,Artery Aorta,Mean corpuscular haemoglobin concentration
MCV,ENSG00000105327,BBC3,-1.6222726106643677,-0.2113372650168744,0.10474499049926224,0.7179792985131254,6.8570328040005e-4,0.0911488051551424,5.15191519816988e-5,2.9144461575116e-4,1,17,17,Small_Intestine_Terminal_Ileum_MCV,Small Intestine Terminal Ileum,Mean corpuscular volume
MCV,ENSG00000105327,BBC3,-1.6222726106643677,-0.3760021071849571,0.10474499049926232,0.7179792985131254,2.1662463057545e-4,0.01519718065093603,0.00592586804360654,0.00963151919543905,1,15,15,Esophagus_Mucosa_MCV,Esophagus Mucosa,Mean corpuscular volume
MONORE,ENSG00000135116,HRK,-1.622387692165147,-0.02743738999933936,0.10472036280314788,0.7179792985131254,0.06498534752002999,0.14530090864065962,2.3336453469552436e-22,1.5070019010600178e-21,11,25,25,Skin_Sun_Exposed_Lower_leg_MONORE,Skin Sun Exposed Lower leg,Monocyte count
MPV,ENSG00000176720,BOK,1.6232810885294808,0.04581607564516759,0.10452933035258058,0.7179792985131254,0.02607856031058633,0.20624897325886343,5.94464192924061e-26,4.471037148811876e-25,4,12,12,Cells_Cultured_fibroblasts_MPV,Cells Cultured fibroblasts,Mean platelet (thrombocyte) volume
NEUTRE,ENSG00000168404,MLKL,1.623366229057651,0.03034596083681367,0.10451113944362818,0.7179792985131254,0.04381834649528984,0.07185944900231869,1.5745968617975e-4,5.9674649125329e-4,7,13,13,Brain_Caudate_basal_ganglia_NEUTRE,Brain Caudate basal ganglia,Neutrophil count
RDW,ENSG00000106144,CASP2,1.6241748849960007,0.1440459871295753,0.10433848937607831,0.7179792985131254,0.00144838066168791,0.01413396601812299,0.00680467232445048,0.01120366323213475,3,4,4,Skin_Not_Sun_Exposed_Suprapubic_RDW,Skin Not Sun Exposed Suprapubic,Red blood cell (erythrocyte) distribution width
WBCfixed,ENSG00000023445,BIRC3,-1.623877286911011,-4.1962220094836065,0.1044020009501136,0.7179792985131254,1.5446884725034807e-6,0.03613895858261579,1.987021986053788e-5,4.491880740256356e-5,1,4,4,Esophagus_Mucosa_WBC_fixed,Esophagus Mucosa,White blood cell (leukocyte) count
MCV,ENSG00000105928,GSDME,1.6215280836211292,0.01765707581375757,0.1049044320644242,0.7186762331021483,0.09714642391259076,0.22718876905316432,1.6814325806824874e-8,2.576333558142768e-7,4,6,6,Brain_Spinal_cord_cervical_c-1_MCV,Brain Spinal cord cervical c-1,Mean corpuscular volume
BASORE,ENSG00000129473,BCL2L2,-1.6207488695237275,-0.3832187286399056,0.1050715081904046,0.7194246744066173,4.3030689985019e-4,0.07105434588306007,5.265270475380529e-9,1.699123410632593e-8,4,16,16,Esophagus_Muscularis_BASORE,Esophagus Muscularis,Basophil percentage
LYMPRE,ENSG00000137752,CASP1,1.620276954768955,0.06529840195081778,0.10517279700415448,0.7194661444723758,0.01017981807246592,0.03163328205620867,4.3872843988343e-4,9.2722820446871e-4,7,15,15,Artery_Aorta_LYMPRE,Artery Aorta,Lymphocyte count
NEUTRE,ENSG00000105928,GSDME,-1.620181820688041,-0.02554745884571264,0.10519322536735404,0.7194661444723758,0.06902519233604207,0.4062999935579288,9.12412612861786e-21,5.7705991354151855e-19,11,15,15,Brain_Hypothalamus_NEUTRE,Brain Hypothalamus,Neutrophil count
BASORE,ENSG00000150782,IL18,-1.6155744327255877,-0.03043433071183867,0.1061863554295599,0.7199261296453159,0.05170385709399296,0.15603417077180862,7.101542346366901e-23,4.1642102786658847e-22,4,21,21,Thyroid_BASORE,Thyroid,Basophil percentage
LYMPRE,ENSG00000137275,RIPK1,1.6167369936915204,0.7710702497932185,0.10593506492127974,0.7199261296453159,6.764716496232998e-5,0.14993782268228378,3.009284834032949e-13,2.1423317532904744e-12,2,16,16,Esophagus_Gastroesophageal_Junction_LYMPRE,Esophagus Gastroesophageal Junction,Lymphocyte count
LYMPRE,ENSG00000141682,PMAIP1,1.6169730255004289,0.0421640795279687,0.1058841036901598,0.7199261296453159,0.02356032497995413,0.02787363061406913,0.00265273595161906,0.00553539725595887,9,22,22,Testis_LYMPRE,Testis,Lymphocyte count
MCH,ENSG00000110330,BIRC2,1.616509339700679,0.02949051956793538,0.10598423573898832,0.7199261296453159,0.03979024246763565,0.04109563990669913,0.02281334442668062,0.06906519234871558,21,30,30,Brain_Spinal_cord_cervical_c-1_MCH,Brain Spinal cord cervical c-1,Mean corpuscular haemoglobin
MCHC,ENSG00000164305,CASP3,-1.616583973525731,-0.02668375578596657,0.10596811364022882,0.7199261296453159,0.04986966861717655,0.11512752044214183,8.439695327822134e-16,3.4498308803503538e-15,4,23,23,Nerve_Tibial_MCHC,Nerve Tibial,Mean corpuscular haemoglobin concentration
MCV,ENSG00000105928,GSDME,1.6160270582246887,0.01750728201775646,0.10608846314790732,0.7199261296453159,0.09814762727227318,0.26487291752355413,4.393227271741775e-10,1.080628681847956e-8,3,5,5,Brain_Amygdala_MCV,Brain Amygdala,Mean corpuscular volume
MONORE,ENSG00000138794,CASP6,1.618441897212796,0.13488583039094793,0.1055673989502764,0.7199261296453159,0.00245272129488543,0.08998634679705328,1.2435054342412704e-5,5.380749503688267e-5,4,14,14,Brain_Cortex_MONORE,Brain Cortex,Monocyte count
MPV,ENSG00000110330,BIRC2,1.615691661834717,0.07580505071897319,0.10616099465189135,0.7199261296453159,0.0090904176434407,0.02744778227488735,0.01131469105632557,0.02592679895384252,1,3,3,Adrenal_Gland_MPV,Adrenal Gland,Mean platelet (thrombocyte) volume
MPV,ENSG00000003400,CASP10,-1.6172838805125678,-0.1222217002604909,0.10581701717605978,0.7199261296453159,0.00570142231499,0.02215051496424651,0.02989824408120793,0.06433823214197536,3,3,3,Artery_Coronary_MPV,Artery Coronary,Mean platelet (thrombocyte) volume
MPV,ENSG00000104518,GSDMD,1.6179177613925082,0.03497094963696419,0.10568032199150962,0.7199261296453159,0.0498454405702486,0.20632742252271244,7.0175397444586e-10,1.0146559906666991e-08,5,12,12,Ovary_MPV,Ovary,Mean platelet (thrombocyte) volume
MPV,ENSG00000138794,CASP6,1.6171818720584736,0.13478763450146317,0.1058390281964136,0.7199261296453159,0.0028102646615439,0.02228074916532611,0.00124562903716535,0.00227071676997272,5,11,11,Esophagus_Muscularis_MPV,Esophagus Muscularis,Mean platelet (thrombocyte) volume
MPV,ENSG00000023445,BIRC3,-1.6156916618347166,-0.1822259175082607,0.10616099465189148,0.7199261296453159,0.00157311267656306,0.2442876975613956,1.3801932310293064e-38,1.7947658777393522e-37,1,5,5,Skin_Sun_Exposed_Lower_leg_MPV,Skin Sun Exposed Lower leg,Mean platelet (thrombocyte) volume
RDW,ENSG00000165806,CASP7,1.6160067444057549,0.01224576020759992,0.10609285501623986,0.7199261296453159,0.2214690799246747,0.2501407777628226,7.931802489332713e-12,1.6970463101533167e-10,13,13,13,Brain_Hippocampus_RDW,Brain Hippocampus,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000137275,RIPK1,1.6166076771648452,0.29901930978425023,0.1059629936824044,0.7199261296453159,4.62460415388e-4,0.2618596916214618,1.2578889044174359e-39,1.4072014375452467e-38,7,25,25,Thyroid_RDW,Thyroid,Red blood cell (erythrocyte) distribution width
WBCfixed,ENSG00000176720,BOK,-1.616222987741834,-0.01639556079085523,0.10604611038778174,0.7199261296453159,0.1287440648799584,0.10721541231562726,5.160082302564956e-5,3.4196853127159e-4,2,2,2,Cells_EBV-transformed_lymphocytes_WBC_fixed,Cells EBV-transformed lymphocytes,White blood cell (leukocyte) count
WBCfixed,ENSG00000141682,PMAIP1,-1.6192416555883715,-0.05491617241189863,0.10539527859130549,0.7199261296453159,0.01081123998061377,0.023936599915065,0.02791235107216925,0.06254887832835532,7,15,15,Brain_Nucleus_accumbens_basal_ganglia_WBC_fixed,Brain Nucleus accumbens basal ganglia,White blood cell (leukocyte) count
BASORE,ENSG00000106144,CASP2,-1.6153063767868476,-0.0794062295103544,0.10624436340373576,0.7199270833910003,0.00715714104720731,0.03490527987996093,6.603128914845884e-6,1.399944615362342e-5,13,26,26,Thyroid_BASORE,Thyroid,Basophil percentage
MPV,ENSG00000132906,CASP9,-1.6149032320275023,-0.05462223310074364,0.1063316522416229,0.7201263394327874,0.01793809215583155,0.18896780886012865,1.3466061598722658e-6,1.8508403594016937e-5,4,16,16,Brain_Substantia_nigra_MPV,Brain Substantia nigra,Mean platelet (thrombocyte) volume
BASORE,ENSG00000135116,HRK,-1.6142609559752492,-0.02725980417639776,0.10647083518470256,0.7206766379395454,0.06498534752002999,0.14530090864065962,2.3336453469552436e-22,1.5070019010600178e-21,11,25,25,Skin_Sun_Exposed_Lower_leg_BASORE,Skin Sun Exposed Lower leg,Basophil percentage
EOSIRE,ENSG00000141682,PMAIP1,1.6112109091611269,0.0504439823246066,0.10713376086788612,0.7211327503238365,0.02859649062082972,0.06365514955028656,2.2836205711226e-4,6.4438068837793e-4,11,25,25,Brain_Cerebellum_EOSIRE,Brain Cerebellum,Eosinophil percentage
IRF,ENSG00000135116,HRK,1.6120996524442024,0.3316701216422074,0.10694025637113444,0.7211327503238365,0.00348569602302365,0.01661012535640559,0.00400244994656102,0.00667152712880083,5,13,13,Esophagus_Mucosa_IRF,Esophagus Mucosa,Immature reticulocyte fraction
MCH,ENSG00000104518,GSDMD,1.6104862045288082,0.08919478192463293,0.10729175475037547,0.7211327503238365,0.00401177333702484,0.28488112908231505,2.8584710869837953e-16,5.850784564061944e-15,4,16,16,Brain_Nucleus_accumbens_basal_ganglia_MCH,Brain Nucleus accumbens basal ganglia,Mean corpuscular haemoglobin
MCH,ENSG00000137752,CASP1,1.6116222168056673,0.05032050787056691,0.10704417313057628,0.7211327503238365,0.01242435612644877,0.01806298903984321,4.8635050113323e-4,9.5922078711142e-4,7,14,14,Whole_Blood_MCH,Whole Blood,Mean corpuscular haemoglobin
MCHC,ENSG00000164305,CASP3,-1.61229631144546,-0.0502853103036805,0.10689747559892274,0.7211327503238365,0.01441912129283405,0.03963644215560832,1.5257121261619232e-5,3.5209280412908864e-5,2,9,9,Esophagus_Muscularis_MCHC,Esophagus Muscularis,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000104518,GSDMD,-1.6105394345049435,-0.05522135613816642,0.10728014373120756,0.7211327503238365,0.01100381168841074,0.1948197269846991,1.6429409199112237e-7,2.667694858247732e-6,6,12,12,Uterus_MCHC,Uterus,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000104518,GSDMD,-1.6124858625069487,-0.03717086464567808,0.1068562539085548,0.7211327503238365,0.02502819084037394,0.08421435370288681,1.4916605984814465e-10,6.772989986958534e-10,12,22,22,Adipose_Visceral_Omentum_MCHC,Adipose Visceral Omentum,Mean corpuscular haemoglobin concentration
MCV,ENSG00000110330,BIRC2,1.6119951009750364,0.6044860815797712,0.10696300579348209,0.7211327503238365,7.396648392279545e-5,0.147459401786498,1.0809428530716806e-22,7.07652293955531e-22,1,11,11,Skin_Sun_Exposed_Lower_leg_MCV,Skin Sun Exposed Lower leg,Mean corpuscular volume
MCV,ENSG00000137275,RIPK1,-1.612431177961204,-0.29978209519079474,0.10686814486977068,0.7211327503238365,4.62460415388e-4,0.2618596916214618,1.2578889044174359e-39,1.4072014375452467e-38,7,25,25,Thyroid_MCV,Thyroid,Mean corpuscular volume
MONORE,ENSG00000064012,CASP8,-1.6131508608555654,-0.02723983998164714,0.10671173625061817,0.7211327503238365,0.07508866598897149,0.09942219273343655,6.021955107953846e-15,2.5640775151979173e-14,21,27,27,Artery_Tibial_MONORE,Artery Tibial,Monocyte count
RetiCt,ENSG00000138794,CASP6,-1.6115341648689163,-0.35359811478241054,0.10706334690339186,0.7211327503238365,0.00254839410067003,0.01188156726366012,0.01820876607158461,0.02962946112131631,5,18,18,Adipose_Visceral_Omentum_RetiCt,Adipose Visceral Omentum,Reticulocyte count
WBCfixed,ENSG00000120868,APAF1,1.6108311658062846,0.06771820811745433,0.10721652625201386,0.7211327503238365,0.00702934963326089,0.1259460780300321,1.92614257444611e-8,1.327371291574242e-7,3,5,5,Pituitary_WBC_fixed,Pituitary,White blood cell (leukocyte) count
WBCfixed,ENSG00000003400,CASP10,-1.6134305453593225,-0.08647402073511543,0.10665100141681036,0.7211327503238365,0.00541768282142809,0.05948014086847822,3.7290481015645e-4,0.00101407499287397,7,7,7,Brain_Cerebellum_WBC_fixed,Brain Cerebellum,White blood cell (leukocyte) count
MCHC,ENSG00000138794,CASP6,-1.610036015510559,-0.3477116503034973,0.10738999399494346,0.7211664338194852,2.7877385224408e-4,0.03931371829865039,2.8979206297813e-4,7.2485567474278e-4,1,2,2,Esophagus_Gastroesophageal_Junction_MCHC,Esophagus Gastroesophageal Junction,Mean corpuscular haemoglobin concentration
MPV,ENSG00000104518,GSDMD,1.6099320094497398,0.05587416642840002,0.10741270009384342,0.7211664338194852,0.01816985953589341,0.05565021429749037,0.00783136585707245,0.02850748240859009,5,13,13,Brain_Spinal_cord_cervical_c-1_MPV,Brain Spinal cord cervical c-1,Mean platelet (thrombocyte) volume
RetiCt,ENSG00000100290,BIK,-1.6094805938506742,-0.09804260354295048,0.10751129502902323,0.7214390622740443,0.03223820374127285,0.07108844287130242,1.5538936832564187e-9,5.268822851183818e-9,9,23,23,Esophagus_Mucosa_RetiCt,Esophagus Mucosa,Reticulocyte count
MONORE,ENSG00000104518,GSDMD,1.607733044398045,0.10943670626330282,0.10789365812603406,0.7220575582280742,0.00401177333702484,0.28488112908231505,2.8584710869837953e-16,5.850784564061944e-15,4,16,16,Brain_Nucleus_accumbens_basal_ganglia_MONORE,Brain Nucleus accumbens basal ganglia,Monocyte count
MPV,ENSG00000196954,CASP4,-1.6079773808981457,-0.05060477641264142,0.10784013275144427,0.7220575582280742,0.02880162332217793,0.07820474619082578,5.1519668284162735e-11,1.5782349996265983e-10,14,30,30,Nerve_Tibial_MPV,Nerve Tibial,Mean platelet (thrombocyte) volume
RDW,ENSG00000087088,BAX,1.608000874519348,0.2797789166298482,0.10783498724871816,0.7220575582280742,3.6695942415035e-4,0.05560134127026407,6.432047222473858e-10,2.159842917920583e-9,1,5,5,Whole_Blood_RDW,Whole Blood,Red blood cell (erythrocyte) distribution width
WBCfixed,ENSG00000003400,CASP10,-1.6083843097036832,-0.06468806387937275,0.10775103589186108,0.7220575582280742,0.00793568650248144,0.0127784122094477,0.02636208074139392,0.04515012909880094,12,20,20,Heart_Left_Ventricle_WBC_fixed,Heart Left Ventricle,White blood cell (leukocyte) count
WBCfixed,ENSG00000176720,BOK,1.6079488312845738,0.06441279251003766,0.107846385864152,0.7220575582280742,0.00770489285409875,0.1304333935576533,3.2730136377393855e-8,2.7602709763891666e-7,6,12,12,Prostate_WBC_fixed,Prostate,White blood cell (leukocyte) count
BASORE,ENSG00000104518,GSDMD,1.6066525466725583,0.0645995075205208,0.1081306086724006,0.723254248652331,0.01165758927741419,0.15562564122406342,1.020077113838018e-7,1.0662844474042898e-6,4,9,9,Brain_Hypothalamus_BASORE,Brain Hypothalamus,Basophil percentage
MONORE,ENSG00000120868,APAF1,-1.6062930058178495,-0.09975664281312573,0.1082095463838899,0.7233933189478636,0.00431957282383763,0.10096458663808729,1.6712921907688108e-10,9.361183205866628e-10,11,17,17,Heart_Left_Ventricle_MONORE,Heart Left Ventricle,Monocyte count
BASORE,ENSG00000003400,CASP10,1.598134632705262,0.01460527022713767,0.11001301750340288,0.7234256949357639,0.2557127170464753,0.447332401829463,9.72457894221223e-66,4.750575405696797e-64,15,18,18,Esophagus_Mucosa_BASORE,Esophagus Mucosa,Basophil percentage
BASORE,ENSG00000030110,BAK1,-1.5996492670883546,-0.00960052528724119,0.10967641240785247,0.7234256949357639,0.5611544824138632,0.6276190605391586,2.9815722095199165e-108,8.91312086335438e-106,28,31,31,Esophagus_Mucosa_BASORE,Esophagus Mucosa,Basophil percentage
BASORE,ENSG00000176171,BNIP3,1.603070855140686,0.04823741040631189,0.1089190116978756,0.7234256949357639,0.02032291864837142,0.16047656182632355,3.4831469216628405e-13,2.770625950379509e-12,1,3,3,Pancreas_BASORE,Pancreas,Basophil percentage
EOSIRE,ENSG00000137757,CASP5,-1.6039956119146497,-0.0944555230869974,0.10871501984754207,0.7234256949357639,0.00974726188777664,0.02204765140456087,1.1448066607124e-4,2.4397029233948e-4,3,7,7,Whole_Blood_EOSIRE,Whole Blood,Eosinophil percentage
IRF,ENSG00000124256,ZBP1,1.6008623127146615,2.255183961127023,0.10940741843619252,0.7234256949357639,9.241182511087362e-5,0.01840984635557915,0.0136300772263693,0.02507528412671807,3,9,9,Esophagus_Gastroesophageal_Junction_IRF,Esophagus Gastroesophageal Junction,Immature reticulocyte fraction
LYMPRE,ENSG00000015475,BID,-1.602371164194566,-0.3339086067049996,0.10907355743627532,0.7234256949357639,3.7118332916491e-4,0.03985579159562401,4.774423815320015e-6,1.1699771139334042e-5,3,13,13,Skin_Not_Sun_Exposed_Suprapubic_LYMPRE,Skin Not Sun Exposed Suprapubic,Lymphocyte count
LYMPRE,ENSG00000150782,IL18,1.602303962593427,0.1375205551252875,0.10908840985735804,0.7234256949357639,0.00206823799716617,0.06431725756778844,9.833098139494578e-9,3.105931598106559e-8,4,17,17,Esophagus_Mucosa_LYMPRE,Esophagus Mucosa,Lymphocyte count
LYMPRE,ENSG00000140379,BCL2A1,-1.5971026472486562,-0.04170065896599734,0.11024282819967723,0.7234256949357639,0.02284501920503703,0.09308910451116464,5.753095252598141e-6,3.2780640654859615e-5,4,5,5,Artery_Coronary_LYMPRE,Artery Coronary,Lymphocyte count
MCH,ENSG00000105327,BBC3,-1.598606824874878,-0.39049941498204704,0.10990799231507596,0.7234256949357639,2.1662463057545e-4,0.01519718065093603,0.00592586804360654,0.00963151919543905,1,15,15,Esophagus_Mucosa_MCH,Esophagus Mucosa,Mean corpuscular haemoglobin
